trip_id,driver_id,start_time,end_time,start_lat,start_lon,end_lat,end_lon,distance_miles,duration,avg_speed,max_speed,hard_brakes,time_of_day,weather
142,DRIVER-2,2025-09-06 19:04:35.783203,2025-09-06 19:59:35.783203,40.52046250245332,-73.93811358033287,40.57413559045263,-74.10698493229916,70.6,55,49.9,86.3,4,night,clear
143,DRIVER-9,2025-09-12 20:55:49.943974,2025-09-12 22:28:49.943974,40.88754373867748,-73.81240645917838,40.6672624870088,-73.85459188345519,57.7,93,36.3,86.9,2,evening,snow
144,DRIVER-34,2025-09-07 20:59:40.360260,2025-09-07 21:31:40.360260,40.718184480243906,-74.16937255917829,40.543127142184034,-73.81475112561543,43.3,32,42.2,69.2,0,afternoon,snow
145,DRIVER-19,2025-09-09 05:40:26.676045,2025-09-09 06:50:26.676045,40.569679525302675,-73.71079094442995,40.525183477085285,-74.19856163566611,81.3,70,20.8,70.8,3,afternoon,rain
146,DRIVER-42,2025-09-09 22:12:41.216524,2025-09-09 22:56:41.216524,40.78444625859329,-73.71997078953002,40.85389749645619,-74.09032514032603,51.4,44,27,57.3,1,evening,snow
147,DRIVER-40,2025-09-08 01:39:46.737553,2025-09-08 03:07:46.737553,40.85959762986183,-73.95299931474972,40.51904669826179,-74.09298463464583,12.7,88,35.5,77.3,3,afternoon,fog
148,DRIVER-11,2025-09-12 12:24:39.700780,2025-09-12 13:53:39.700780,40.824132777281996,-74.18416171379629,40.83676518976686,-74.13835945273345,39.8,89,40,80.2,0,evening,rain
149,DRIVER-38,2025-09-07 11:32:53.838048,2025-09-07 13:07:53.838048,40.78751051959864,-73.89361861179303,40.5959297681771,-73.83432596493019,41.4,95,59.5,57.9,0,evening,fog
150,DRIVER-3,2025-09-07 03:24:13.833417,2025-09-07 03:55:13.833417,40.54257899603382,-73.82491345864307,40.87480268268038,-74.08036497019206,39.3,31,46.2,55.3,0,morning,snow
151,DRIVER-47,2025-09-06 23:47:32.423001,2025-09-07 00:31:32.423001,40.815964209642516,-73.85311602731252,40.662171102283864,-73.9983032166743,73.1,44,45.7,67.6,0,afternoon,clear
152,DRIVER-39,2025-09-13 12:21:10.250713,2025-09-13 13:10:10.250713,40.505068725356935,-73.84326639809251,40.56267245549428,-74.16923411974624,8.3,49,51,71.6,1,evening,rain
153,DRIVER-17,2025-09-06 15:24:32.081684,2025-09-06 16:29:32.081684,40.60280287827223,-74.17461472375973,40.804815441023656,-73.87052578153506,40.5,65,54.3,51.8,1,afternoon,snow
154,DRIVER-26,2025-09-10 06:46:25.520615,2025-09-10 08:16:25.520615,40.710512340133704,-73.8857884046879,40.90194148888592,-74.1857139628437,45.1,90,67.2,58,4,afternoon,snow
155,DRIVER-43,2025-09-09 00:04:30.652221,2025-09-09 01:36:30.652221,40.90625952096648,-74.1637796140784,40.849997666112614,-73.99627890990628,17.8,92,47,80.9,2,night,rain
156,DRIVER-13,2025-09-13 07:39:31.928041,2025-09-13 07:54:31.928041,40.79551178044826,-73.85561203589597,40.55444396735515,-73.97961367021031,47.7,15,59.1,71.5,2,evening,clear
157,DRIVER-17,2025-09-08 17:35:05.697410,2025-09-08 18:52:05.697410,40.65838792178495,-73.77926467441134,40.705966599450136,-73.95359962380863,49.5,77,53.6,71.6,3,night,storm
158,DRIVER-42,2025-09-08 23:56:20.415912,2025-09-09 00:57:20.415912,40.52250301853028,-74.11647655131938,40.798565791946416,-73.86815368414304,12,61,54.7,74.2,1,afternoon,storm
159,DRIVER-15,2025-09-13 12:06:43.880296,2025-09-13 13:03:43.880296,40.65225105240718,-73.99081189554538,40.90287718191422,-73.88110463185393,65.7,57,22.5,80.6,1,evening,storm
160,DRIVER-11,2025-09-10 09:25:42.338685,2025-09-10 11:02:42.338685,40.91378947464361,-74.19557408459859,40.59130451503813,-73.82517033124222,80,97,64.2,61.4,2,evening,storm
161,DRIVER-6,2025-09-08 02:06:53.869826,2025-09-08 03:32:53.869826,40.719875328798125,-73.83641126615869,40.612216274144664,-73.71855588864999,20.4,86,55.3,81.6,1,afternoon,clear
162,DRIVER-4,2025-09-12 08:04:35.035529,2025-09-12 09:19:35.035529,40.904946557541265,-73.77703623082122,40.71506960431673,-73.88645159040658,41.2,75,64.5,84.4,1,morning,fog
163,DRIVER-50,2025-09-11 01:01:51.625146,2025-09-11 01:22:51.625146,40.53219588023551,-74.03830856935323,40.96050882348344,-74.13451457423781,14.2,21,64.6,54.1,0,afternoon,fog
164,DRIVER-46,2025-09-08 03:57:41.132667,2025-09-08 04:23:41.132667,40.59187575584375,-73.79808783978184,40.974901151310526,-73.83236590578554,42,26,45,62.8,0,morning,clear
165,DRIVER-37,2025-09-11 06:31:58.245115,2025-09-11 06:50:58.245115,40.9911596265861,-73.92206848922679,40.65329981106855,-74.11226547017044,61.9,19,23.3,84.8,1,evening,rain
166,DRIVER-3,2025-09-08 05:31:21.746887,2025-09-08 06:51:21.746887,40.999143582176195,-73.83999528664782,40.8422332919838,-74.12985336473425,57.3,80,35,55.1,1,night,fog
167,DRIVER-37,2025-09-12 17:47:35.029177,2025-09-12 18:15:35.029177,40.62114954633867,-74.18226797441744,40.818185737530044,-74.12007343233135,33.9,28,23.4,84.1,0,morning,storm
168,DRIVER-19,2025-09-07 10:34:44.476837,2025-09-07 11:51:44.476837,40.57821730264776,-73.78991846302924,40.853424548494345,-74.00592745561086,37,77,52.2,75.1,3,afternoon,fog
169,DRIVER-18,2025-09-11 17:23:14.282387,2025-09-11 18:25:14.282387,40.600855286350054,-73.86177643066861,40.65565732059698,-73.8694895943882,16.2,62,24.5,81.4,2,afternoon,storm
170,DRIVER-46,2025-09-10 03:16:18.947827,2025-09-10 03:53:18.947827,40.63545433365664,-73.90653367478293,40.72344245335052,-73.98787960055562,57.2,37,33,75,3,night,rain
171,DRIVER-31,2025-09-10 03:19:03.562610,2025-09-10 04:10:03.562610,40.688453238248265,-73.922497358017,40.815090756094094,-74.15263600673204,65.4,51,34.1,61.1,0,afternoon,rain
172,DRIVER-16,2025-09-12 05:58:13.575297,2025-09-12 07:27:13.575297,40.59620364956998,-73.82828147092397,40.82085988924657,-74.02842704228343,17.6,89,21.9,80.7,2,afternoon,storm
173,DRIVER-35,2025-09-10 05:54:17.588733,2025-09-10 07:09:17.588733,40.72104579273376,-74.16119762552313,40.68585237413487,-74.14297596746235,68.5,75,53.9,66.9,2,afternoon,rain
174,DRIVER-19,2025-09-12 08:51:18.342157,2025-09-12 10:14:18.342157,40.77877999258761,-74.12143063217559,40.51221885853535,-73.75581874580706,38.2,83,41.4,63.9,1,afternoon,clear
175,DRIVER-32,2025-09-12 05:08:46.824862,2025-09-12 05:29:46.824862,40.69868320777822,-74.15091641493281,40.87133300405341,-73.78216181939698,46.5,21,53.6,87.4,1,afternoon,clear
176,DRIVER-28,2025-09-10 06:42:32.709152,2025-09-10 07:49:32.709152,40.72644759311652,-74.03113372974884,40.70501124782791,-73.8148841652814,60.2,67,69.3,70.6,2,morning,clear
177,DRIVER-2,2025-09-08 07:25:10.644312,2025-09-08 08:18:10.644312,40.7004340374324,-74.14552209083199,40.77039440948867,-73.74931974301221,42.8,53,33.4,64.4,2,afternoon,snow
178,DRIVER-17,2025-09-09 22:54:48.097375,2025-09-09 23:05:48.097375,40.890642418993835,-73.86595252824283,40.573907333555745,-73.83026542025087,31.7,11,29.2,56.8,3,morning,fog
179,DRIVER-5,2025-09-10 23:12:23.665538,2025-09-10 23:36:23.665538,40.65410852602789,-74.1162476034504,40.81657591995044,-73.71391507364754,81.7,24,62.3,55.1,1,night,fog
180,DRIVER-8,2025-09-07 13:59:18.612476,2025-09-07 14:44:18.612476,40.84973779907791,-73.8075650315344,40.531317212600165,-74.03854249238051,53.6,45,30.2,63.7,3,night,rain
181,DRIVER-30,2025-09-11 00:41:41.366309,2025-09-11 01:57:41.366309,40.5016523615181,-73.78511985000289,40.747899965576735,-74.15501126267746,74.6,76,47.4,54.7,4,afternoon,storm
182,DRIVER-28,2025-09-13 00:41:34.808613,2025-09-13 01:51:34.808613,40.58923964858402,-74.0670597096429,40.55212799205199,-73.72290079840262,29.9,70,65.4,70.1,2,evening,clear
183,DRIVER-40,2025-09-11 06:25:49.135105,2025-09-11 07:40:49.135105,40.917358256026375,-74.02825985180618,40.898638290517894,-74.15407514563505,39.3,75,29.1,77.9,1,morning,rain
184,DRIVER-28,2025-09-10 15:31:53.526239,2025-09-10 15:47:53.526239,40.63715970192699,-73.82663480158743,40.924539968875976,-74.06604698608781,35.2,16,40.7,71.3,2,morning,rain
185,DRIVER-19,2025-09-07 16:02:34.713996,2025-09-07 17:12:34.713996,40.58074382122683,-74.07390830420096,40.80443944237822,-74.08817612697888,61.7,70,56.6,60.6,2,evening,clear
186,DRIVER-4,2025-09-13 05:58:31.448203,2025-09-13 06:09:31.448203,40.93426807408369,-73.95908095797057,40.54781917484954,-73.9785864300995,78.8,11,61.6,69,2,evening,fog
187,DRIVER-9,2025-09-11 05:58:13.962376,2025-09-11 06:10:13.962376,40.98881646133001,-73.71583784421709,40.813653100577625,-73.8661416662202,28.6,12,61.5,67.5,2,afternoon,fog
188,DRIVER-43,2025-09-13 06:59:08.351562,2025-09-13 08:28:08.351562,40.560020084696326,-73.99197912422997,40.77163785970679,-73.9736440600584,32.1,89,40.3,84.3,2,night,storm
189,DRIVER-35,2025-09-11 11:34:33.876497,2025-09-11 11:48:33.876497,40.5658375587151,-74.06892718281668,40.90804860460341,-74.15913850449246,25.4,14,57.3,63.8,1,night,rain
190,DRIVER-17,2025-09-11 21:45:17.227862,2025-09-11 22:22:17.227862,40.936871347532964,-74.065948073459,40.620366761002785,-73.71431886866597,67,37,61.7,62.8,3,night,storm
191,DRIVER-1,2025-09-10 00:20:28.216373,2025-09-10 01:23:28.216373,40.899575190686974,-73.91099171174288,40.62010760167061,-73.87414348110008,51.3,63,67.3,80.2,2,night,snow
192,DRIVER-4,2025-09-11 10:46:09.332927,2025-09-11 11:53:09.332927,40.85323405839793,-73.98425929093354,40.596307726984776,-73.814163919815,17.3,67,34.5,50.7,3,night,fog
193,DRIVER-29,2025-09-11 00:44:00.385136,2025-09-11 02:06:00.385136,40.713548803947035,-74.08516335034598,40.6762570486672,-73.86247678009796,18.8,82,47.6,81.6,2,night,fog
194,DRIVER-26,2025-09-11 23:18:52.915185,2025-09-12 00:31:52.915185,40.760960820329316,-73.99474354393975,40.90325656926097,-73.88568151166851,23.5,73,32.1,77.7,4,afternoon,storm
195,DRIVER-14,2025-09-08 23:09:47.418995,2025-09-08 23:31:47.418995,40.54697621670015,-73.7214977436345,40.82378778610227,-74.13314220707093,54.5,22,44.4,54.4,4,morning,snow
196,DRIVER-21,2025-09-11 05:59:21.015953,2025-09-11 07:06:21.015953,40.64793193018975,-73.70917119210021,40.88890576260264,-73.90677622146012,15.1,67,55.5,62,4,night,snow
197,DRIVER-21,2025-09-12 07:33:14.628501,2025-09-12 09:06:14.628501,40.903938797667564,-74.16395630597903,40.55268136341151,-74.06225027135959,46.8,93,26.4,50.1,3,night,storm
198,DRIVER-28,2025-09-07 07:07:46.003115,2025-09-07 08:30:46.003115,40.87482544875734,-74.13717172596353,40.60052728239799,-73.99758135014356,27.2,83,54.6,67.3,4,afternoon,storm
199,DRIVER-13,2025-09-08 08:53:12.507288,2025-09-08 09:04:12.507288,40.614318891502506,-74.06635327327521,40.68729969930207,-74.11513607728988,29.9,11,51.2,74.5,1,morning,snow
200,DRIVER-49,2025-09-08 04:17:39.217968,2025-09-08 04:48:39.217968,40.57122156533801,-73.88385930916573,40.64013432561167,-73.92813058917541,71.2,31,45.5,75.2,0,evening,rain
201,DRIVER-39,2025-09-11 23:28:41.595495,2025-09-12 00:47:41.595495,40.987835089600935,-74.07124512857524,40.82089326690234,-74.14530289968843,68.2,79,23.3,57.5,0,morning,snow
202,DRIVER-33,2025-09-12 10:00:08.605159,2025-09-12 10:23:08.605159,40.66119569003757,-74.06803642287016,40.872483104801866,-73.91515858768689,14.3,23,53.8,56.4,3,evening,fog
203,DRIVER-6,2025-09-09 10:48:21.574840,2025-09-09 11:08:21.574840,40.5117235460578,-73.78600927306913,40.59098951375381,-73.94318313204677,37.9,20,38.5,67.3,1,night,snow
204,DRIVER-5,2025-09-07 06:49:29.797990,2025-09-07 08:14:29.797990,40.730115715822414,-73.94619153623489,40.65873986259256,-74.13073283589128,21.7,85,49.3,54.2,2,evening,fog
205,DRIVER-10,2025-09-07 15:38:43.104781,2025-09-07 16:19:43.104781,40.71036401183987,-74.06307873725655,40.77060962577286,-73.82192798357693,55.3,41,55.4,86.3,4,night,fog
206,DRIVER-39,2025-09-08 12:41:51.415425,2025-09-08 13:30:51.415425,40.54984365379455,-73.89825066146653,40.6399021123769,-73.83113054965372,68.7,49,38.4,69,1,evening,rain
207,DRIVER-27,2025-09-11 03:11:28.126037,2025-09-11 04:07:28.126037,40.672999433063794,-73.8009710084287,40.56784730349912,-73.94202690762617,65.4,56,69,78.1,4,afternoon,clear
208,DRIVER-8,2025-09-12 16:06:01.490718,2025-09-12 16:48:01.490718,40.77223231443219,-74.18990078885243,40.72353886105631,-73.94943390033325,77.8,42,66.9,60.8,4,morning,fog
209,DRIVER-17,2025-09-12 08:56:39.173045,2025-09-12 10:35:39.173045,40.8896729361057,-73.73948100032565,40.74153149124479,-74.03282881863105,70.5,99,29.6,66.7,3,afternoon,snow
210,DRIVER-36,2025-09-07 07:32:53.906063,2025-09-07 08:25:53.906063,40.89480081254062,-74.13461081357555,40.903414379421996,-73.83823967369185,59.9,53,63,86.1,4,evening,fog
211,DRIVER-38,2025-09-06 17:07:14.529549,2025-09-06 17:25:14.529549,40.57931782781488,-73.94257644610457,40.94603178060534,-73.80806244808124,20.3,18,43.2,76.1,2,afternoon,snow
212,DRIVER-39,2025-09-13 00:57:43.351875,2025-09-13 02:26:43.351875,40.775440323654955,-73.872973060516,40.85972232587299,-74.01282701645917,59.5,89,65.5,66.3,2,morning,snow
213,DRIVER-43,2025-09-10 22:05:09.404498,2025-09-10 22:44:09.404498,40.944570976417026,-74.05790527636451,40.58171514838723,-74.05254101711039,46.7,39,36.5,67.2,3,afternoon,fog
214,DRIVER-25,2025-09-07 13:31:58.510372,2025-09-07 14:39:58.510372,40.94407756854647,-74.10576744980821,40.9397023759619,-73.7441178746598,73.9,68,39.6,65.7,0,afternoon,snow
215,DRIVER-20,2025-09-12 22:38:37.333495,2025-09-12 23:15:37.333495,40.62924158802673,-74.0255075802416,40.95323316526627,-74.01315305690373,62.2,37,40.4,54.5,3,evening,clear
216,DRIVER-42,2025-09-06 23:39:18.824630,2025-09-07 00:56:18.824630,40.82240828981783,-73.89918348389972,40.61524475273505,-74.0472024368435,43.9,77,66.4,89.8,4,evening,storm
217,DRIVER-23,2025-09-11 05:41:52.224954,2025-09-11 06:50:52.224954,40.50530637695081,-73.73778175493644,40.962084203614545,-73.99579079196562,13.6,69,34.8,75.9,2,afternoon,clear
218,DRIVER-24,2025-09-12 07:22:19.232691,2025-09-12 08:07:19.232691,40.904411079571645,-73.83068741923387,40.85738622727494,-73.70339292842381,52.4,45,34.7,85.7,0,morning,fog
219,DRIVER-11,2025-09-12 00:41:09.979244,2025-09-12 01:41:09.979244,40.67498176378647,-74.09698252448082,40.98799964062428,-73.82831356140998,52.9,60,26.6,74.9,3,afternoon,fog
220,DRIVER-20,2025-09-12 16:44:08.453941,2025-09-12 17:01:08.453941,40.782083691050296,-73.81411376222886,40.792153636748814,-74.076478608591,16.5,17,22.4,57.6,2,night,clear
221,DRIVER-9,2025-09-09 16:15:07.310661,2025-09-09 16:46:07.310661,40.95060270976815,-74.15639532405768,40.717544961132745,-74.11033208069082,55.9,31,38,73,0,morning,rain
222,DRIVER-26,2025-09-09 06:27:47.311288,2025-09-09 08:00:47.311288,40.66839661860943,-74.01553108893157,40.76440212133035,-73.90432093882575,49.4,93,38.8,58.3,1,evening,snow
223,DRIVER-10,2025-09-06 16:25:35.098752,2025-09-06 17:39:35.098752,40.72447177371892,-73.79892471391103,40.71675277321077,-73.94701632591892,8.8,74,47.7,82.6,4,afternoon,rain
224,DRIVER-37,2025-09-07 18:34:21.222394,2025-09-07 19:39:21.222394,40.94936738895203,-73.84152527557687,40.50224535466259,-74.12313201762296,73.9,65,20.3,50.3,2,afternoon,fog
225,DRIVER-34,2025-09-13 06:16:46.549889,2025-09-13 07:39:46.549889,40.63563247985461,-74.1415589712662,40.8331672932676,-74.17050570643137,74.2,83,32.1,52.1,0,evening,storm
226,DRIVER-22,2025-09-09 06:57:42.612655,2025-09-09 07:22:42.612655,40.57303353930875,-73.81130842044745,40.76467984577135,-73.80914415902492,18.6,25,49.5,62.4,4,night,snow
227,DRIVER-32,2025-09-10 18:53:29.876735,2025-09-10 19:12:29.876735,40.909864754401546,-74.00020596045326,40.860434641353194,-74.12094166422747,59.8,19,68.8,75.2,2,night,fog
228,DRIVER-20,2025-09-09 22:29:49.732633,2025-09-09 22:43:49.732633,40.695340404615344,-73.71624895579693,40.829040452233365,-73.82944044342446,17.6,14,37.5,54,0,morning,fog
229,DRIVER-38,2025-09-10 01:54:13.198957,2025-09-10 02:41:13.198957,40.8806165768448,-73.84098276845141,40.54512192359685,-74.15515426145977,65.6,47,60.3,79.3,4,evening,fog
230,DRIVER-43,2025-09-11 12:55:53.730108,2025-09-11 13:40:53.730108,40.9942122953231,-74.02790807470927,40.59710404020586,-73.95669465118364,68.5,45,68.7,50.7,4,evening,snow
231,DRIVER-20,2025-09-09 07:49:00.778787,2025-09-09 08:55:00.778787,40.82632697826901,-74.12199600308944,40.74205248823672,-73.94016201123866,21.6,66,56,52.2,4,night,snow
232,DRIVER-18,2025-09-07 14:41:56.392583,2025-09-07 15:44:56.392583,40.69485374612178,-73.8718598810992,40.896666110054994,-74.03312907032036,71,63,42.5,56.6,2,afternoon,storm
233,DRIVER-26,2025-09-08 06:44:29.429109,2025-09-08 08:04:29.429109,40.90056450510946,-73.80428364136452,40.87866704681388,-73.75385316509886,69.9,80,36.1,56.8,0,evening,clear
234,DRIVER-12,2025-09-08 07:59:56.671154,2025-09-08 08:10:56.671154,40.7432690747512,-73.87103299171005,40.894044668146144,-73.88887820584567,18.8,11,66.8,53.8,3,morning,storm
235,DRIVER-46,2025-09-08 20:18:05.164833,2025-09-08 21:37:05.164833,40.895539251971634,-73.8331936839697,40.85286628479099,-74.14648406162091,46.1,79,34.4,82.8,0,morning,fog
236,DRIVER-21,2025-09-12 22:15:45.745529,2025-09-12 23:13:45.745529,40.925422523055026,-73.73984318569518,40.94903850807045,-74.17049625181178,46.1,58,39,77,1,morning,fog
237,DRIVER-8,2025-09-12 06:32:41.081213,2025-09-12 06:50:41.081213,40.67223924783444,-73.81832622665883,40.93665953652061,-73.89111498818716,47,18,63.7,54.1,4,night,clear
238,DRIVER-26,2025-09-10 12:00:35.921952,2025-09-10 13:11:35.921952,40.53203711632751,-73.7240793550178,40.842919352220534,-74.17940382309308,47.5,71,53.1,80.5,4,night,snow
239,DRIVER-16,2025-09-07 11:47:03.798984,2025-09-07 12:50:03.798984,40.94021098364156,-73.9699225566044,40.689213931443504,-74.09412741382064,78.1,63,65.4,74.3,4,night,fog
240,DRIVER-45,2025-09-07 15:36:11.502642,2025-09-07 15:49:11.502642,40.65330200019855,-73.90967753019801,40.50328811721809,-73.9779636902029,24.1,13,22.2,69.2,2,evening,rain
241,DRIVER-19,2025-09-06 19:48:37.026800,2025-09-06 20:46:37.026800,40.75523025756105,-74.08680751615877,40.683098172933605,-73.80091174299189,63,58,22.8,68.9,0,morning,fog
242,DRIVER-38,2025-09-10 01:18:36.948140,2025-09-10 01:40:36.948140,40.5697388283419,-73.77485649264817,40.812869982516155,-74.04173360041435,59.7,22,62.6,52.5,4,evening,snow
243,DRIVER-29,2025-09-11 03:02:06.907012,2025-09-11 04:00:06.907012,40.517302675025086,-73.93539268681405,40.71916372829493,-74.15193191436711,38.2,58,68.2,85.4,2,morning,rain
244,DRIVER-19,2025-09-08 15:12:25.055750,2025-09-08 16:27:25.055750,40.72930697366525,-73.73264975334654,40.953514272467636,-73.94034984343054,74.3,75,50.8,55.5,2,morning,rain
245,DRIVER-27,2025-09-07 02:37:10.951482,2025-09-07 03:18:10.951482,40.5370991966393,-74.04216252358019,40.927420388039096,-74.1273470048345,65.9,41,32.7,88.7,3,evening,fog
246,DRIVER-18,2025-09-12 12:52:30.204525,2025-09-12 13:41:30.204525,40.57681309066711,-73.96099355380014,40.973077307349655,-74.06541529592197,9.1,49,34.8,82.8,0,night,clear
247,DRIVER-9,2025-09-11 01:15:44.096236,2025-09-11 01:57:44.096236,40.63574898421024,-74.00849423462569,40.96506248167388,-73.89138622394593,31.5,42,56.3,57.7,3,evening,fog
248,DRIVER-11,2025-09-13 09:06:24.648059,2025-09-13 09:21:24.648059,40.531120804488765,-74.1960936438573,40.803851881135344,-73.87254847342636,9.7,15,58.1,86.3,4,evening,clear
249,DRIVER-28,2025-09-12 14:08:37.505142,2025-09-12 14:48:37.505142,40.83653895741699,-74.10312722686743,40.71106450729996,-73.84259255334783,13.8,40,38.9,84,1,evening,fog
250,DRIVER-48,2025-09-10 08:50:47.856474,2025-09-10 10:17:47.856474,40.77089274100038,-74.06258270415361,40.80069145465482,-73.91586185887407,28.3,87,62.7,50.8,2,night,snow
251,DRIVER-31,2025-09-13 00:30:52.014619,2025-09-13 02:03:52.014619,40.83054574796487,-74.09291819961497,40.96791097257366,-74.04517196692838,14.5,93,41.1,81.8,2,night,snow
252,DRIVER-16,2025-09-07 10:52:10.335111,2025-09-07 12:23:10.335111,40.89109302344135,-74.01737875155621,40.712955450079725,-73.8381868742423,67.4,91,25.8,67.7,4,evening,storm
253,DRIVER-21,2025-09-13 05:56:54.477706,2025-09-13 06:08:54.477706,40.82853295500105,-73.78048838343025,40.87163339585081,-73.97346629098703,40.8,12,45.4,60.2,1,night,snow
254,DRIVER-3,2025-09-06 17:16:20.038425,2025-09-06 18:33:20.038425,40.642485884731094,-74.17667356961007,40.50882741677053,-73.99583306112837,33.2,77,53.4,67.1,1,night,clear
255,DRIVER-41,2025-09-09 21:05:49.961325,2025-09-09 22:35:49.961325,40.51944248075212,-74.1272040670526,40.81720977040709,-73.85152352367459,65.8,90,53.3,60.7,2,morning,clear
256,DRIVER-7,2025-09-13 11:53:38.752568,2025-09-13 12:52:38.752568,40.802223532781824,-74.15006101814684,40.640138931419244,-73.93265843230589,73.4,59,44.2,66.3,3,night,rain
257,DRIVER-22,2025-09-12 11:12:09.834559,2025-09-12 11:48:09.834559,40.50835698633004,-73.85220482960052,40.91937232446589,-73.84364060791485,60.6,36,54.3,66.5,0,night,storm
258,DRIVER-38,2025-09-09 11:58:31.964666,2025-09-09 12:30:31.964666,40.98163147998018,-74.0972026982747,40.93037886796048,-74.16936574194199,5.2,32,25.2,63,0,morning,storm
259,DRIVER-13,2025-09-11 05:54:49.644870,2025-09-11 06:41:49.644870,40.88556141155765,-74.17088910136786,40.94690331509166,-73.97510292373329,49.7,47,32.9,62.4,2,night,clear
260,DRIVER-46,2025-09-07 00:13:02.896336,2025-09-07 00:27:02.896336,40.57136848202854,-74.14828246878854,40.821651845031575,-74.00302724429235,74.6,14,62.5,59.8,3,morning,storm
261,DRIVER-49,2025-09-12 21:13:48.956919,2025-09-12 21:57:48.956919,40.770230869341475,-73.84741640333961,40.50218578769879,-73.89199170942807,70.7,44,63.2,55.9,3,night,fog
262,DRIVER-22,2025-09-07 13:27:00.939469,2025-09-07 13:56:00.939469,40.60136729156891,-73.96329537187955,40.766170178746904,-74.02614031317326,65.2,29,33.8,66.5,1,night,storm
263,DRIVER-1,2025-09-12 11:02:37.792329,2025-09-12 12:30:37.792329,40.502502110996005,-73.84606329064533,40.577297092942175,-74.09955974178557,49.1,88,51.2,80.8,4,afternoon,rain
264,DRIVER-19,2025-09-12 14:23:04.989230,2025-09-12 15:47:04.989230,40.99168179194719,-74.01334648483149,40.74433289354029,-73.81898151895469,30.4,84,27.6,75.9,2,afternoon,clear
265,DRIVER-46,2025-09-10 15:03:55.154634,2025-09-10 16:36:55.154634,40.87636489645138,-73.94676701435833,40.56970946472281,-74.1087767984344,81.4,93,34.2,66.2,4,night,fog
266,DRIVER-33,2025-09-09 00:12:17.662799,2025-09-09 01:00:17.662799,40.68405193621476,-73.80703314948315,40.84863655034486,-73.80014878119543,45.4,48,56.7,71.9,1,morning,snow
267,DRIVER-27,2025-09-12 03:24:06.218832,2025-09-12 03:59:06.218832,40.505406731011995,-73.72748854486885,40.81388237845533,-73.70945223057832,31.6,35,29.2,50.9,2,afternoon,rain
268,DRIVER-4,2025-09-06 22:43:44.431709,2025-09-06 23:49:44.431709,40.89774344999102,-74.06040999434106,40.96388449801926,-74.05849788659177,27.6,66,69.4,72.3,1,evening,storm
269,DRIVER-10,2025-09-10 01:37:37.326989,2025-09-10 02:52:37.326989,40.844482638639576,-73.82854747211593,40.823731543796384,-73.97209100487925,51.4,75,37,57.2,1,morning,clear
270,DRIVER-46,2025-09-09 15:45:43.569106,2025-09-09 16:05:43.569106,40.627520012370105,-73.79309453690195,40.82004972239061,-73.95836784444373,22.4,20,25.3,80.9,2,night,storm
271,DRIVER-5,2025-09-07 12:17:20.145745,2025-09-07 13:44:20.145745,40.558636859107466,-73.81057928517357,40.63798868606696,-73.88840048991162,79,87,66.2,56.3,4,morning,fog
272,DRIVER-14,2025-09-08 22:57:17.187227,2025-09-09 00:26:17.187227,40.89135000768209,-74.07887348918617,40.972290506497615,-73.9513385024079,27.7,89,65.4,85.3,4,night,snow
273,DRIVER-11,2025-09-06 23:03:54.416148,2025-09-06 23:17:54.416148,40.89962510139908,-74.10068881338917,40.77529176518906,-73.81653067020748,58.6,14,32.6,88.4,2,evening,storm
274,DRIVER-29,2025-09-08 09:02:49.645218,2025-09-08 09:13:49.645218,40.61013037806602,-73.92244111368389,40.770358114018244,-74.0487013402396,25.7,11,42.3,51.6,0,night,clear
275,DRIVER-5,2025-09-11 01:44:38.883626,2025-09-11 02:44:38.883626,40.83879350965346,-74.08471012520897,40.95877155460114,-74.07956511173629,56.9,60,69.1,70.2,4,afternoon,storm
276,DRIVER-33,2025-09-10 17:26:17.110480,2025-09-10 19:04:17.110480,40.83599558212621,-73.85120082422047,40.60980241877869,-73.84104242657477,36.5,98,44.6,65.3,1,evening,snow
277,DRIVER-34,2025-09-11 19:21:58.902825,2025-09-11 20:27:58.902825,40.65870244291534,-74.19657289100108,40.62090880608032,-74.16548262167991,54.3,66,48.6,86.1,3,morning,storm
278,DRIVER-48,2025-09-10 22:35:16.624035,2025-09-10 23:28:16.624035,40.81771516514751,-74.03166778427268,40.69986444840194,-73.82093866011637,55.4,53,44.5,56.4,1,morning,snow
279,DRIVER-10,2025-09-09 19:51:30.347065,2025-09-09 21:11:30.347065,40.94050386774347,-73.98144853260595,40.76047085365791,-74.03682280233018,35.4,80,47.5,59.6,3,morning,clear
280,DRIVER-35,2025-09-07 15:14:13.064217,2025-09-07 15:52:13.064217,40.79890700626147,-74.19888749419647,40.94310698634534,-74.05073516309874,29.3,38,64.9,71.9,2,morning,rain
281,DRIVER-1,2025-09-07 02:26:22.909716,2025-09-07 02:46:22.909716,40.53497169933726,-74.0966262376173,40.51849156563588,-73.91646650239304,70.7,20,40.3,58.7,1,evening,fog
282,DRIVER-46,2025-09-11 08:03:56.018590,2025-09-11 09:42:56.018590,40.56728625463947,-74.030931520085,40.94991229039798,-73.73751644806158,56.2,99,62.7,65.2,1,evening,snow
283,DRIVER-7,2025-09-13 12:05:19.118059,2025-09-13 12:30:19.118059,40.88547159745449,-74.15252726222717,40.61894323685604,-73.79805880710747,16.2,25,24.8,82.1,0,morning,storm
