trip_id,driver_id,start_time,end_time,start_lat,start_lon,end_lat,end_lon,distance_miles,duration,avg_speed,max_speed,hard_brakes,time_of_day,weather,claim
278,DRIVER-35,2025-09-06 13:56:45.392212,2025-09-06 14:51:45.392212,40.98040660279712,-74.07830021720049,40.50955090287792,-73.81258296797691,48.4,55,56.6,65.5,4,night,snow,1
279,DRIVER-39,2025-09-06 04:58:16.270835,2025-09-06 06:23:16.270835,40.69728464872611,-73.7720633844361,40.5100215112586,-73.71122353528847,19.8,85,57.1,72.1,1,evening,snow,0
280,DRIVER-9,2025-09-09 04:54:01.181489,2025-09-09 06:06:01.181489,40.62147574508101,-73.73615709957447,40.81227584094561,-74.15607767555183,48.5,72,28.9,54.8,4,afternoon,storm,1
281,DRIVER-34,2025-09-11 04:53:15.189824,2025-09-11 05:40:15.189824,40.51769061208445,-73.75761264871035,40.864737831263504,-73.99582970216201,35.4,47,38.4,75.4,4,night,storm,1
282,DRIVER-12,2025-09-07 19:32:36.963646,2025-09-07 20:01:36.963646,40.98148432120424,-73.99307490831256,40.9151225961693,-74.01566707510662,73.2,29,34.0,54.7,1,evening,clear,0
283,DRIVER-33,2025-09-10 07:53:04.196808,2025-09-10 08:28:04.196808,40.80332489164949,-74.12375932183299,40.548187988396855,-73.81975650942607,66.9,35,67.5,61.5,3,night,snow,1
284,DRIVER-48,2025-09-08 12:18:42.626291,2025-09-08 13:20:42.626291,40.50233656889191,-74.09523621510276,40.66531426758657,-73.89549460849098,22.4,62,64.9,77.9,2,night,rain,0
285,DRIVER-32,2025-09-12 04:25:23.729386,2025-09-12 05:36:23.729386,40.68024750620028,-74.08100063960669,40.501776630171975,-74.11766200271533,45.2,71,44.8,65.2,4,morning,storm,1
286,DRIVER-33,2025-09-12 17:44:00.853468,2025-09-12 18:53:00.853468,40.50133903187373,-74.1621851676378,40.650504826411165,-74.19762032906233,12.6,69,67.2,59.2,1,morning,clear,0
287,DRIVER-42,2025-09-06 00:19:59.236182,2025-09-06 01:07:59.236182,40.93162753212853,-74.14732193789712,40.95791055866526,-73.87559102368805,7.9,48,48.4,81.6,1,afternoon,fog,0
288,DRIVER-21,2025-09-11 03:07:57.481246,2025-09-11 03:48:57.481246,40.58180680785361,-73.91465193279518,40.971113304503255,-74.13005186895768,69.9,41,53.6,54.2,4,evening,rain,1
289,DRIVER-24,2025-09-12 04:52:58.318500,2025-09-12 05:03:58.318500,40.5113426319767,-73.74149897982659,40.51913754843671,-74.16146844091953,82.8,11,44.0,57.9,0,morning,snow,0
290,DRIVER-33,2025-09-12 11:33:51.796917,2025-09-12 12:29:51.796917,40.50396498204234,-73.9697504177859,40.95787243052146,-73.85816470864786,66.4,56,61.0,85.9,1,afternoon,clear,0
291,DRIVER-24,2025-09-09 14:43:53.412939,2025-09-09 15:31:53.412939,40.67774000794932,-74.05118384665147,40.98091045199896,-73.86516655109011,78.7,48,59.8,60.1,2,morning,storm,0
292,DRIVER-14,2025-09-10 10:37:00.804478,2025-09-10 11:39:00.804478,40.57537506070089,-73.88904240602798,40.766031591244456,-74.08442432884002,75.7,62,39.1,74.5,4,evening,storm,1
293,DRIVER-38,2025-09-08 22:28:34.937190,2025-09-08 23:41:34.937190,40.61506393310695,-74.09620596061066,40.85975543940445,-73.99866676115627,43.9,73,61.6,80.6,2,night,storm,0
294,DRIVER-29,2025-09-11 18:43:02.865214,2025-09-11 19:03:02.865214,40.61207186452425,-73.92191140685217,40.6363239396573,-74.15413049055866,50.3,20,22.4,63.4,2,morning,storm,0
295,DRIVER-20,2025-09-11 02:03:15.840161,2025-09-11 03:20:15.840161,40.53022093470062,-73.94191495887269,40.94017967609898,-74.1480376515469,12.5,77,57.5,56.8,3,night,storm,0
296,DRIVER-29,2025-09-10 22:11:23.656601,2025-09-10 23:35:23.656601,40.609335757162384,-74.1579511729412,40.61022469038097,-73.96283891582239,67.4,84,28.9,65.5,0,night,clear,0
297,DRIVER-19,2025-09-11 17:35:17.314228,2025-09-11 17:52:17.314228,40.66685688676544,-74.01952824151799,40.856010536176704,-74.06479317109137,61.6,17,40.5,62.5,2,afternoon,clear,0
298,DRIVER-43,2025-09-12 08:42:12.415256,2025-09-12 10:05:12.415256,40.87794413230545,-74.12410929361769,40.62316591083855,-74.05622612062797,27.4,83,47.2,66.6,3,afternoon,rain,1
299,DRIVER-19,2025-09-07 17:52:27.807848,2025-09-07 19:08:27.807848,40.88558579582836,-74.12809252441151,40.87786219903206,-73.74026331808034,41.0,76,37.9,75.0,4,evening,storm,1
300,DRIVER-26,2025-09-08 00:43:14.161661,2025-09-08 01:55:14.161661,40.62940728262825,-74.06869789984383,40.53834576403993,-73.80917610040753,35.7,72,26.6,73.7,1,morning,fog,0
301,DRIVER-17,2025-09-09 21:48:39.572726,2025-09-09 22:58:39.572726,40.7947847277602,-74.0276318036378,40.6192805051395,-73.9363317131829,13.5,70,58.2,82.3,4,night,clear,1
302,DRIVER-16,2025-09-09 03:33:07.016593,2025-09-09 03:59:07.016593,40.61898572488943,-74.11850156206631,40.883694575706514,-73.78608321385461,51.3,26,49.4,78.3,1,afternoon,fog,0
303,DRIVER-35,2025-09-05 20:42:14.977052,2025-09-05 21:53:14.977052,40.92487929500395,-73.85281606261603,40.662565198475605,-73.88954811754515,77.2,71,22.8,66.3,1,afternoon,storm,0
304,DRIVER-42,2025-09-08 17:52:40.835874,2025-09-08 18:28:40.835874,40.72509262678585,-73.86951838830356,40.76094762574481,-74.17528410279596,40.6,36,48.5,83.0,1,night,fog,0
305,DRIVER-30,2025-09-12 05:48:19.271145,2025-09-12 07:12:19.271145,40.81781081658551,-73.71309948743348,40.502880994044354,-74.18621668152672,78.8,84,57.2,80.7,3,evening,rain,1
306,DRIVER-29,2025-09-10 15:04:05.531302,2025-09-10 16:20:05.531302,40.54401739179605,-73.88556509156543,40.82852390252566,-74.07769639890334,61.9,76,50.3,84.1,1,morning,clear,0
307,DRIVER-21,2025-09-08 20:36:03.853637,2025-09-08 21:59:03.853637,40.81913103603648,-74.10769194034145,40.55511321501776,-73.97011914896555,35.7,83,52.1,66.4,3,afternoon,rain,1
308,DRIVER-14,2025-09-10 07:41:05.907379,2025-09-10 07:57:05.907379,40.95607637279032,-73.97827840658277,40.83960731719634,-74.08415998203031,60.9,16,57.9,76.1,2,night,fog,0
309,DRIVER-33,2025-09-10 04:56:02.909282,2025-09-10 06:02:02.909282,40.98143358522066,-73.94408300183852,40.86900087295125,-73.94522592518734,76.0,66,60.0,87.5,1,night,fog,0
310,DRIVER-16,2025-09-06 12:45:08.514108,2025-09-06 14:19:08.514108,40.67633345010482,-73.95383500922914,40.5166803864075,-74.13634767821239,80.0,94,23.8,82.3,4,night,fog,1
311,DRIVER-9,2025-09-06 00:45:45.630494,2025-09-06 01:56:45.630494,40.57124698718428,-73.97266013229797,40.61004273015013,-73.70014393327557,50.8,71,61.3,89.6,2,evening,snow,0
312,DRIVER-18,2025-09-06 04:31:37.431807,2025-09-06 05:18:37.431807,40.64517335537688,-74.06330392793227,40.51912341541587,-73.9239800016225,46.5,47,50.2,53.4,4,morning,clear,1
313,DRIVER-6,2025-09-10 18:54:33.739765,2025-09-10 19:43:33.739765,40.61815392384132,-74.12455105770358,40.64346750757985,-73.86267054700969,9.0,49,51.4,77.9,3,afternoon,clear,0
314,DRIVER-40,2025-09-09 23:10:48.240193,2025-09-10 00:00:48.240193,40.78271275543849,-73.7081875304495,40.8985516582493,-73.9828842564597,42.9,50,56.5,64.7,1,night,clear,0
315,DRIVER-43,2025-09-07 06:53:51.207273,2025-09-07 07:23:51.207273,40.945682292801,-73.71450119836685,40.99876239039626,-73.94505152293797,69.8,30,32.7,86.3,2,morning,storm,0
316,DRIVER-46,2025-09-11 04:40:51.925904,2025-09-11 05:32:51.925904,40.75659732230412,-73.94230051877757,40.984397216224366,-73.94033945824093,83.6,52,65.0,55.2,1,afternoon,fog,0
317,DRIVER-13,2025-09-09 10:56:25.238808,2025-09-09 12:08:25.238808,40.84098950600983,-73.9568866916575,40.79997807905366,-74.15580205561228,15.4,72,22.7,85.3,4,morning,snow,1
318,DRIVER-23,2025-09-07 22:04:54.831748,2025-09-07 22:18:54.831748,40.53122193055373,-74.1845294460968,40.71207661628277,-74.08733474167674,69.8,14,33.7,87.4,2,evening,snow,0
319,DRIVER-27,2025-09-08 22:34:56.096572,2025-09-09 00:13:56.096572,40.70728532203306,-73.73206895575146,40.50843497365297,-73.99795534733401,71.7,99,42.1,84.6,2,evening,clear,0
320,DRIVER-18,2025-09-10 10:53:15.869905,2025-09-10 11:22:15.869905,40.98721571488849,-73.93410926277605,40.52219629659759,-74.17848560668963,29.6,29,46.9,50.9,1,night,rain,0
321,DRIVER-32,2025-09-07 16:22:07.220295,2025-09-07 17:16:07.220295,40.576105545638285,-73.87974387464334,40.69899657791334,-73.80333817657909,21.1,54,37.2,86.6,2,evening,clear,0
322,DRIVER-45,2025-09-08 19:57:50.016314,2025-09-08 20:35:50.016314,40.97601701399143,-74.04882733420088,40.501600016672654,-74.0335160885095,78.5,38,29.0,54.5,3,night,fog,0
323,DRIVER-25,2025-09-07 15:34:22.380142,2025-09-07 16:41:22.380142,40.8675647980211,-73.82650542917762,40.80774389853325,-74.14097205871724,63.1,67,63.1,55.8,2,night,fog,0
324,DRIVER-33,2025-09-11 08:58:26.643677,2025-09-11 09:36:26.643677,40.61717502140415,-74.02200557584015,40.952369762271104,-74.07798000911382,28.8,38,33.7,76.3,4,afternoon,clear,1
325,DRIVER-17,2025-09-08 02:39:39.699886,2025-09-08 03:15:39.699886,40.89945449232372,-74.04334161157337,40.96984655987028,-73.83802749554062,11.3,36,57.2,64.2,4,morning,snow,1
326,DRIVER-32,2025-09-06 01:41:08.885408,2025-09-06 03:13:08.885408,40.54477469429118,-73.73490455378418,40.56644759253891,-73.81540497575725,43.0,92,63.4,81.6,2,afternoon,storm,0
327,DRIVER-31,2025-09-07 11:57:56.262921,2025-09-07 12:46:56.262921,40.78369033799632,-73.94160864856245,40.981574768539815,-74.1170038826605,36.9,49,25.0,64.1,3,night,snow,1
328,DRIVER-17,2025-09-12 09:46:33.136968,2025-09-12 10:39:33.136968,40.65155833302428,-74.17191790625942,40.95675826931728,-74.06947967286477,73.8,53,52.6,79.0,3,morning,clear,0
329,DRIVER-12,2025-09-12 18:55:46.605528,2025-09-12 19:40:46.605528,40.65126835878861,-74.16279590346379,40.979443462319175,-74.18824260962049,42.5,45,34.0,60.0,4,night,rain,1
330,DRIVER-26,2025-09-08 18:08:18.505823,2025-09-08 18:49:18.505823,40.738260714341656,-73.87934971267228,40.92693458535216,-73.7012123341243,11.5,41,33.1,86.7,1,evening,clear,0
331,DRIVER-4,2025-09-10 21:54:13.461678,2025-09-10 22:12:13.461678,40.74398316105417,-73.8532774493877,40.54636877651621,-74.09485817504543,67.0,18,64.2,70.0,0,afternoon,clear,0
332,DRIVER-28,2025-09-06 14:44:05.285306,2025-09-06 16:15:05.285306,40.71987352702533,-73.86454046676455,40.57360070053089,-74.08973831350382,41.5,91,59.4,89.4,4,night,storm,1
333,DRIVER-19,2025-09-10 05:45:41.662707,2025-09-10 07:24:41.662707,40.62079939137191,-74.02514662981127,40.87223615037959,-73.944660723366,15.0,99,67.5,83.5,2,evening,rain,0
334,DRIVER-16,2025-09-07 13:35:27.243318,2025-09-07 14:28:27.243318,40.53532789677192,-74.0064001833102,40.6821893501171,-73.79658580884471,42.6,53,55.0,74.0,0,afternoon,fog,0
335,DRIVER-27,2025-09-09 21:47:50.033716,2025-09-09 23:14:50.033716,40.70749199248273,-73.70112483518702,40.83689992726904,-73.96671001349826,75.4,87,47.7,53.2,1,morning,storm,0
336,DRIVER-12,2025-09-07 06:02:32.005288,2025-09-07 07:27:32.005288,40.82003019740887,-73.99674015550795,40.5513277105895,-73.90624608076666,38.7,85,32.3,72.9,1,afternoon,clear,0
337,DRIVER-18,2025-09-11 13:50:06.631925,2025-09-11 14:01:06.631925,40.87664279805568,-74.19584558560919,40.69570679544029,-73.76904635953512,5.5,11,24.7,79.1,4,afternoon,clear,1
338,DRIVER-17,2025-09-12 16:20:27.064162,2025-09-12 17:43:27.064162,40.987849086136926,-73.76115946461108,40.71640521736583,-74.18313689923797,78.2,83,50.1,76.2,1,night,storm,0
339,DRIVER-32,2025-09-08 09:12:52.674409,2025-09-08 09:32:52.674409,40.50629571757087,-74.06194440284196,40.54421462377896,-73.88710217351442,32.5,20,44.7,62.6,2,afternoon,rain,0
340,DRIVER-3,2025-09-08 18:56:20.311075,2025-09-08 20:34:20.311075,40.50947183017222,-73.9895025342397,40.91795725935072,-73.75908170970041,29.4,98,27.6,53.9,2,afternoon,fog,0
341,DRIVER-26,2025-09-10 06:13:51.917141,2025-09-10 07:03:51.917141,40.54039689463077,-74.03998904302154,40.87946509408762,-73.92531728272388,49.4,50,24.6,77.6,0,night,rain,0
342,DRIVER-8,2025-09-06 01:18:19.759206,2025-09-06 01:29:19.759206,40.935313158265146,-73.73853634741063,40.7290413419793,-74.17119970707265,76.1,11,68.9,50.1,4,morning,storm,1
343,DRIVER-30,2025-09-10 01:03:39.365370,2025-09-10 02:25:39.365370,40.81205802007224,-74.04918202852419,40.71948536127079,-74.06908972708788,41.4,82,60.6,89.7,0,evening,fog,0
344,DRIVER-16,2025-09-07 07:59:56.662971,2025-09-07 09:26:56.662971,40.87127506042357,-73.84120248818259,40.63463826155917,-73.93366640037071,8.4,87,22.6,78.0,3,morning,rain,1
345,DRIVER-11,2025-09-06 19:02:05.772460,2025-09-06 19:56:05.772460,40.883731474551,-73.96779627108715,40.706633617159376,-74.00421357354045,73.9,54,57.5,73.3,2,evening,fog,0
346,DRIVER-13,2025-09-10 22:48:33.862794,2025-09-10 23:34:33.862794,40.82868964276579,-73.84760302994266,40.63775262249358,-73.7097164916066,41.7,46,54.5,58.9,3,morning,snow,1
347,DRIVER-14,2025-09-11 16:34:57.912779,2025-09-11 17:46:57.912779,40.765521487205326,-73.91879418387491,40.99591773984376,-73.80387922321862,16.2,72,27.4,78.0,4,evening,rain,1
348,DRIVER-45,2025-09-08 18:32:36.703944,2025-09-08 19:12:36.703944,40.55686093264501,-73.92518683700813,40.96705762491304,-73.8154923812712,21.2,40,61.7,84.1,3,evening,storm,0
349,DRIVER-42,2025-09-11 03:10:15.285013,2025-09-11 04:38:15.285013,40.5618671080501,-74.09398490666555,40.67973464372923,-74.0112002616127,83.5,88,57.5,64.6,1,night,storm,0
350,DRIVER-50,2025-09-07 09:07:18.889900,2025-09-07 09:50:18.889900,40.52740647258884,-74.16859214164145,40.74967821607525,-74.19443891508475,55.0,43,39.9,51.5,1,morning,snow,0
351,DRIVER-40,2025-09-10 09:13:35.752797,2025-09-10 10:29:35.752797,40.75432338047695,-74.12718911712432,40.8222718966217,-73.73442793396377,11.8,76,56.1,67.3,0,night,rain,0
352,DRIVER-17,2025-09-08 12:44:23.355851,2025-09-08 14:05:23.355851,40.82059719490272,-74.16817104363415,40.5433277581323,-73.95504716759646,45.4,81,57.8,85.9,2,evening,rain,0
353,DRIVER-36,2025-09-12 07:40:44.379839,2025-09-12 08:28:44.379839,40.76605158744778,-73.73894289490886,40.62334658934325,-73.92035274590695,22.5,48,69.6,65.5,4,evening,storm,1
354,DRIVER-22,2025-09-06 11:41:34.264365,2025-09-06 11:54:34.264365,40.98565544594212,-74.0016101622624,40.6629584850198,-73.96594781206132,75.0,13,70.0,79.3,4,evening,clear,1
355,DRIVER-4,2025-09-11 04:22:48.793063,2025-09-11 05:49:48.793063,40.543808865977006,-73.87710941107613,40.91898842871978,-74.19593744547439,8.3,87,28.1,70.3,0,evening,storm,0
356,DRIVER-45,2025-09-11 19:48:37.649003,2025-09-11 21:10:37.649003,40.58268157394248,-74.03412012105636,40.8275631376288,-74.138750579618,69.7,82,40.6,57.9,4,afternoon,rain,1
357,DRIVER-27,2025-09-12 01:59:55.652661,2025-09-12 03:18:55.652661,40.590202514502245,-73.95405037660217,40.89890398804981,-73.91597561938497,52.0,79,41.7,75.7,3,morning,storm,0
358,DRIVER-29,2025-09-12 07:20:28.834109,2025-09-12 08:16:28.834109,40.627573192046455,-73.86364556254664,40.94334467168579,-74.02873087291931,51.1,56,46.8,56.6,3,morning,fog,0
359,DRIVER-22,2025-09-07 04:23:09.381082,2025-09-07 05:06:09.381082,40.84328887535568,-73.83152333796265,40.92863008498955,-73.75291590947003,10.2,43,44.4,51.3,4,afternoon,clear,1
360,DRIVER-45,2025-09-07 13:50:33.521478,2025-09-07 14:30:33.521478,40.65452198213585,-74.08013221083873,40.94465525685201,-73.9876367322757,31.9,40,33.9,63.9,1,afternoon,rain,0
361,DRIVER-49,2025-09-06 08:16:28.263669,2025-09-06 08:58:28.263669,40.91412722842527,-74.04320636150662,40.907485339937175,-74.0981011906859,22.9,42,20.9,77.1,0,morning,clear,0
362,DRIVER-31,2025-09-06 22:02:40.040519,2025-09-06 23:32:40.040519,40.99203630440223,-74.02209023618488,40.99443999147864,-73.84380664013958,45.7,90,36.8,60.3,2,afternoon,clear,0
363,DRIVER-13,2025-09-08 14:38:23.116747,2025-09-08 15:03:23.116747,40.96013033571095,-73.95148468886693,40.62396160374727,-73.81535001559928,59.4,25,58.2,68.7,1,morning,rain,0
364,DRIVER-49,2025-09-09 12:04:39.023350,2025-09-09 13:23:39.023350,40.53117148041227,-74.15408694397316,40.752847277623445,-73.74980603851908,45.8,79,41.2,52.4,2,afternoon,storm,0
365,DRIVER-41,2025-09-06 19:08:47.794873,2025-09-06 20:23:47.794873,40.62960555601261,-73.73254476011567,40.68139689626878,-73.9407531770379,49.3,75,43.8,65.8,2,evening,snow,0
366,DRIVER-26,2025-09-07 05:00:26.504082,2025-09-07 05:33:26.504082,40.51281487469888,-73.95945603441342,40.57995343908762,-73.77192201897155,23.5,33,35.0,57.0,0,night,snow,0
367,DRIVER-44,2025-09-05 23:40:00.532400,2025-09-06 01:10:00.532400,40.622680169333975,-73.92257058145773,40.79240122176158,-73.7683141678631,31.0,90,69.2,79.3,3,night,storm,0
368,DRIVER-11,2025-09-07 14:45:13.770632,2025-09-07 16:23:13.770632,40.645596844871136,-74.15586193932512,40.999737489027744,-74.14258887964962,69.3,98,57.7,71.9,2,evening,snow,0
369,DRIVER-10,2025-09-08 11:43:10.260195,2025-09-08 12:13:10.260195,40.79341238450786,-73.77640031974587,40.879759029135535,-73.93433044873278,65.1,30,37.9,83.0,0,evening,storm,0
370,DRIVER-41,2025-09-07 21:18:10.881583,2025-09-07 22:49:10.881583,40.85866845847227,-73.76312554794875,40.76440920291219,-73.99864394593116,77.3,91,66.4,87.5,3,afternoon,clear,0
371,DRIVER-25,2025-09-09 14:15:12.024697,2025-09-09 14:42:12.024697,40.76462762893282,-73.8754258629429,40.83801123292621,-74.09878091749229,84.8,27,31.3,80.8,3,afternoon,snow,1
372,DRIVER-43,2025-09-11 22:27:17.989370,2025-09-11 22:45:17.989370,40.713585539968776,-73.8268494905613,40.57651128794879,-74.00533657968083,5.4,18,47.4,59.0,0,night,rain,0
373,DRIVER-15,2025-09-12 09:02:25.736305,2025-09-12 10:05:25.736305,40.820663469560834,-74.03166269337862,40.60488912807661,-73.81048955498335,47.0,63,41.9,71.3,1,night,snow,0
374,DRIVER-18,2025-09-10 15:51:08.216868,2025-09-10 16:45:08.216868,40.64972456135432,-74.13588629988875,40.56864845773495,-73.8628662827447,48.7,54,62.2,62.7,3,afternoon,storm,0
375,DRIVER-10,2025-09-07 16:21:12.213023,2025-09-07 17:32:12.213023,40.86513110683086,-73.8520803441644,40.73018668952082,-73.96015138911815,6.9,71,48.7,70.7,1,night,fog,0
376,DRIVER-25,2025-09-11 06:42:03.946848,2025-09-11 07:29:03.946848,40.90141506926536,-73.83809898305508,40.73078435737549,-73.93040777129345,21.9,47,55.3,67.3,3,morning,rain,1
377,DRIVER-32,2025-09-06 22:00:51.728167,2025-09-06 23:10:51.728167,40.61559935121296,-73.99752922989889,40.60061738860551,-74.1327447725811,50.4,70,41.7,56.4,4,night,fog,1
378,DRIVER-4,2025-09-07 13:33:15.522343,2025-09-07 14:20:15.522343,40.56429658351393,-73.70490631142553,40.8183622374619,-73.7972002537247,24.8,47,30.5,80.8,0,afternoon,clear,0
379,DRIVER-28,2025-09-11 03:47:12.494472,2025-09-11 04:29:12.494472,40.64581694396538,-74.14244794438729,40.50059857101875,-73.97470270550829,64.0,42,36.4,88.6,1,afternoon,storm,0
380,DRIVER-14,2025-09-07 16:51:27.859362,2025-09-07 17:39:27.859362,40.87307183694901,-73.89213371153907,40.825767065403525,-73.72705775207247,50.3,48,48.9,82.1,0,evening,fog,0
381,DRIVER-30,2025-09-12 01:36:46.771467,2025-09-12 02:15:46.771467,40.62830141649149,-73.9520645810907,40.91914831326679,-73.70535981122656,70.5,39,37.0,70.8,1,morning,rain,0
382,DRIVER-11,2025-09-11 02:01:37.866913,2025-09-11 03:19:37.866913,40.86638283090912,-73.98815017348022,40.52954235940335,-73.86293816485092,64.5,78,59.1,75.8,1,afternoon,storm,0
383,DRIVER-45,2025-09-08 23:47:17.340268,2025-09-09 01:21:17.340268,40.98535287254414,-74.15958911332103,40.810910651284345,-73.79329423730665,53.5,94,61.6,74.2,3,afternoon,clear,0
384,DRIVER-8,2025-09-11 14:17:31.369405,2025-09-11 15:44:31.369405,40.52342709097567,-74.19349588096739,40.971926370676776,-74.18656109511701,64.9,87,55.1,50.7,2,evening,rain,0
385,DRIVER-48,2025-09-08 18:47:15.279467,2025-09-08 19:33:15.279467,40.97339617417188,-73.78056584269729,40.89588264099027,-73.72211280147117,16.0,46,60.6,76.5,3,evening,snow,1
386,DRIVER-28,2025-09-06 10:06:31.683126,2025-09-06 11:28:31.683126,40.89471022650597,-73.79462939543104,40.9824327603636,-73.7189905767906,68.5,82,25.5,81.0,4,night,snow,1
387,DRIVER-15,2025-09-12 13:13:00.208114,2025-09-12 14:47:00.208114,40.53027396120293,-73.7811813460095,40.5177905309643,-73.80276634686788,57.0,94,43.1,87.7,4,afternoon,fog,1
388,DRIVER-12,2025-09-09 10:27:38.274513,2025-09-09 11:13:38.274513,40.55853101292668,-74.08920051091721,40.77538373009517,-74.04518719156712,46.0,46,67.1,68.6,0,night,storm,0
389,DRIVER-8,2025-09-07 21:48:29.639370,2025-09-07 22:24:29.639370,40.51939635182354,-74.12912115278672,40.73074566135442,-73.88375000163367,14.3,36,47.3,89.3,0,afternoon,clear,0
390,DRIVER-46,2025-09-12 17:48:14.216682,2025-09-12 18:42:14.216682,40.52467776392213,-74.01713750071495,40.99516939399098,-74.07829889547281,44.3,54,30.1,87.0,2,night,storm,0
391,DRIVER-6,2025-09-11 17:31:48.204225,2025-09-11 19:02:48.204225,40.74547319969568,-74.17489643618067,40.67856002416755,-73.89792212816204,60.4,91,31.3,74.5,1,afternoon,snow,0
392,DRIVER-3,2025-09-07 01:00:26.240260,2025-09-07 01:56:26.240260,40.82581085183863,-73.97305507164675,40.877465193214285,-73.78997565783972,37.4,56,68.7,80.8,1,night,clear,0
393,DRIVER-43,2025-09-11 12:51:29.428054,2025-09-11 14:11:29.428054,40.769110643637575,-73.83648042933065,40.87684486316834,-73.79541550758859,78.9,80,69.0,87.0,4,night,snow,1
394,DRIVER-15,2025-09-10 15:55:25.900406,2025-09-10 16:40:25.900406,40.924310071269694,-74.11923519198766,40.90623880966636,-74.10630833638652,59.1,45,31.7,68.2,3,afternoon,rain,1
395,DRIVER-38,2025-09-11 16:10:10.192773,2025-09-11 17:27:10.192773,40.655453567790325,-73.81216404321385,40.92057595339652,-74.0061599365958,5.4,77,24.2,83.0,1,evening,storm,0
396,DRIVER-20,2025-09-12 17:05:46.616160,2025-09-12 17:20:46.616160,40.93375595055485,-74.03244180138735,40.52369506612631,-74.01818223116273,26.7,15,54.4,58.1,1,afternoon,storm,0
397,DRIVER-41,2025-09-08 23:30:04.723931,2025-09-08 23:52:04.723931,40.98700048599749,-73.74090970905513,40.9023315177829,-74.02350335271747,69.3,22,37.9,80.7,0,morning,clear,0
398,DRIVER-46,2025-09-12 03:48:16.817058,2025-09-12 04:46:16.817058,40.99280772555559,-73.7604075094799,40.59915196692266,-74.0634277562467,80.0,58,46.5,85.5,4,evening,rain,1
399,DRIVER-13,2025-09-07 04:23:30.294109,2025-09-07 05:53:30.294109,40.50707748638824,-73.94668339580588,40.83550957038854,-74.11901522220087,76.1,90,33.9,51.8,4,morning,clear,1
400,DRIVER-25,2025-09-11 04:36:10.070388,2025-09-11 06:13:10.070388,40.59250486483154,-74.1175661333283,40.633741766991896,-73.80953199708824,18.3,97,59.0,76.0,3,night,snow,1
401,DRIVER-11,2025-09-06 18:53:35.215849,2025-09-06 19:15:35.215849,40.668257272543485,-74.17949332000833,40.64660851299551,-74.10411146331721,36.8,22,38.0,67.4,4,afternoon,storm,1
402,DRIVER-37,2025-09-06 08:08:26.196161,2025-09-06 09:46:26.196161,40.777997709095935,-74.19988434893595,40.96787151724561,-73.85096777182103,80.1,98,30.4,78.6,4,night,storm,1
403,DRIVER-7,2025-09-06 16:15:57.011497,2025-09-06 16:27:57.011497,40.52295935418305,-73.97804024045286,40.9218239393011,-73.83230479572907,74.3,12,27.8,55.8,4,night,clear,1
404,DRIVER-16,2025-09-10 18:17:33.442327,2025-09-10 19:46:33.442327,40.5900433087575,-74.01093734080791,40.82109080703788,-74.1079591358062,18.5,89,57.8,59.7,0,afternoon,snow,0
405,DRIVER-1,2025-09-07 20:57:53.526228,2025-09-07 22:01:53.526228,40.68681459784938,-74.13473634965993,40.59776443957033,-73.93490820612112,59.6,64,31.6,50.2,0,afternoon,rain,0
406,DRIVER-8,2025-09-10 17:25:51.944203,2025-09-10 18:39:51.944203,40.78852666026528,-74.118156583817,40.79366098835206,-73.73148924427832,21.5,74,67.9,81.2,0,evening,rain,0
407,DRIVER-2,2025-09-07 15:52:36.954076,2025-09-07 16:11:36.954076,40.68145633667547,-73.79734368375678,40.64596884877662,-73.92241313851662,73.0,19,30.4,78.5,0,evening,snow,0
408,DRIVER-10,2025-09-11 10:59:25.856008,2025-09-11 11:18:25.856008,40.83146465626176,-74.17824373419874,40.77130474599696,-74.16045193401554,69.2,19,22.3,85.9,0,afternoon,fog,0
409,DRIVER-33,2025-09-07 09:48:14.249139,2025-09-07 10:59:14.249139,40.85090759502744,-73.83759652745171,40.9923879955061,-74.12951344806115,17.6,71,35.3,79.1,3,afternoon,snow,1
410,DRIVER-22,2025-09-12 00:29:52.410188,2025-09-12 01:14:52.410188,40.73364587278152,-73.9104784440442,40.825818815930646,-74.15815044216171,62.8,45,23.0,67.4,4,afternoon,snow,1
411,DRIVER-21,2025-09-06 16:56:50.656539,2025-09-06 17:46:50.656539,40.931863102315,-74.02980409307001,40.80646981710354,-73.9736241822882,42.7,50,38.6,60.9,1,night,rain,0
412,DRIVER-17,2025-09-06 00:34:41.617495,2025-09-06 00:53:41.617495,40.57548796884021,-74.0047793566233,40.85846552089238,-73.84126717959434,69.5,19,22.0,77.6,4,morning,fog,1
413,DRIVER-32,2025-09-10 09:28:34.029705,2025-09-10 10:00:34.029705,40.75086786385062,-73.84347019430751,40.58260611949717,-74.12264636272964,69.4,32,21.4,74.9,4,morning,storm,1
414,DRIVER-20,2025-09-11 15:02:01.814638,2025-09-11 15:54:01.814638,40.66261737187267,-74.19555633419651,40.77445726560721,-74.09154035075217,29.9,52,61.1,67.5,3,afternoon,rain,1
415,DRIVER-39,2025-09-09 16:11:15.708356,2025-09-09 16:46:15.708356,40.942161699196575,-74.18095292885221,40.89184167619906,-74.16432610311317,60.4,35,39.1,50.9,1,night,clear,0
